Nodos,Mejor Distancia,Peor Distancia,Distancia Media,Frec. mejor frecuencia,Tiempo Medio
5,1802,1802,1802.0,1000,1804.792881011963
10,1703,2954,2043.24,115,4133.753776550293
15,1801,3856,2655.681,1,9443.600177764893
20,3187,5324,4293.499,1,17404.3071269989
25,3509,6513,4993.774,1,27746.739149093628
30,4325,7976,6003.233,1,40376.516342163086
