Nodos,Mejor Distancia,Peor Distancia,Distancia Media,Frec. mejor frecuencia,Tiempo Medio
5,1802,1802,1802.0,1000,12259.41777229309
10,1703,2872,2044.0,107,29376.855611801147
15,1801,3597,2588.108,2,64741.63007736206
20,3010,5046,4040.145,1,128483.46590995789
25,2448,5591,4251.969,1,200306.6656589508
30,3320,6320,4666.308,1,303713.2830619812
