Nodos,Mejor Distancia,Peor Distancia,Distancia Media,Frec. mejor frecuencia,Tiempo Medio
5,1802,3190,1966.203,679,34.03139114379883
10,1703,5532,3680.55,1,82.07464218139648
15,3355,8129,5610.425,1,177.16121673583984
20,5982,11718,8782.856,1,312.2835159301758
25,7989,15906,11397.647,1,488.44361305236816
30,9955,17562,13835.614,1,742.6738739013672
